rank,username,unique_ac,total_minutes
4423,WC863,2,108.25
4424,Yyx20250209,2,108.77
4425,_MengShang_,2,109.2
4426,MostafabnMohamed,2,109.35
4427,int_cl,2,109.52
4428,xv1r,2,109.58
4429,idon,2,110.53
4430,Stars_Seeker,2,110.55
4431,Faisal_BD,2,110.85
4432,Kerim_N1,2,110.92
4433,wrench0_0,2,111.0
4434,starryskymeow,2,111.93
4435,Nishanth036,2,112.2
4436,anya_At,2,112.28
4437,kumpu,2,112.73
4438,TrueRyoB,2,112.9
4439,ao4,2,113.2
4440,sidat,2,113.55
4441,PhirainEX,2,114.12
4442,dongggle,2,114.47
4443,temmie,2,114.62
4444,sora13,2,114.63
4445,smart_kai,2,115.1
4446,vishxl_11,2,116.22
4447,mayankrajsrivas1,2,116.23
4448,CodeHunterZoro,2,116.78
4449,Saniiii,2,118.73
4450,heyuzhen,1,0.82
4451,wyh2012,1,0.92
4452,zhangqh,1,1.02
4453,nick2010,1,1.03
4454,hackstar,1,1.3
4455,anll,1,1.37
4456,fyc2023,1,1.42
4457,Madlollipop03,1,1.6
4458,kurna,1,1.95
4459,CH3CHO,1,2.13
4459,TongariAtamago,1,2.13
4461,yamiyosakura,1,2.17
4462,Zhang_xiangyou,1,2.2
4462,chenzhixuan2010,1,2.2
4464,bloxd,1,2.38
4465,entna,1,2.52
4466,zengmaoyuan,1,2.58
4467,AzamatR,1,2.77
4468,DTL123,1,2.82
4469,Xeramian,1,2.83
4470,xczod,1,2.87
4471,yaohaoyou,1,2.92
4472,mikans,1,2.93
4473,hulkboy2O,1,2.98
4474,saku_pan,1,3.18
4475,AT_cailuchuan3,1,3.28
4476,mmsheep,1,3.3
4477,youwhenway,1,3.43
4478,ron_hell,1,3.47
4479,Maki_python,1,3.5
4480,tsunamayo123,1,3.55
4481,invi_XD,1,3.58
4481,itsSHAD,1,3.58
4483,polyphemus,1,3.68
4484,Aman_777,1,3.7
4484,cqbzhzf,1,3.7
4486,manas25,1,3.77
4487,firefoxvaranasi,1,3.9
4488,java_one,1,3.93
4489,jc6292,1,4.03
4490,mirua,1,4.13
4491,Green_M,1,4.15
4492,madcap47,1,4.18
4493,angelinasheen,1,4.23
4494,kowakihi,1,4.4
4495,Krishna_Kaushal,1,4.48
4495,kaz7221,1,4.48
4497,caojinming,1,4.62
4498,Priya02,1,4.65
4499,Guchiomaru,1,4.73
4500,shoshoshom,1,4.83
4501,whycjdl,1,4.97
4502,Ichijo_Seiji,1,5.17
4503,jayeshsolanki,1,5.23
4504,rikoru,1,5.25
4505,Matenfloro,1,5.28
4506,sriderment,1,5.7
4507,dazzling_dac,1,5.8
4508,shoki_,1,5.85
4508,wzdncr,1,5.85
4510,akhil_maddu,1,5.9
4511,Redcake,1,6.0
4511,wowaka,1,6.0
4513,espre,1,6.03
4514,ryunosuke180920,1,6.08
4515,Geomex001,1,6.12
4516,MariamSinger,1,6.2
4517,Miri_huseynli,1,6.32
4518,haruk1,1,6.48
4519,VAJRA_13,1,6.5
4520,tapris,1,6.52
4521,megaro,1,6.6
4521,nibabadeyeyedeba,1,6.6
4523,Null_Pointer_2,1,6.62
4524,Axteln,1,6.68
4524,rice21,1,6.68
4526,kungfupanda101,1,6.7
4527,Linyijun_,1,6.73
4528,cubeblue,1,6.85
4528,shinya01,1,6.85
4530,inouekaduo,1,6.95
4531,tanishas05,1,6.97
4532,Xue_Zhoujun_RhF6,1,7.0
4533,VictorUS,1,7.07
4534,Noh029,1,7.22
4535,ko_math,1,7.38
4536,wwawwaww,1,7.4
4537,manoj_28,1,7.5
4538,kurmanbayaytugan,1,7.75
4539,ATCcontestant,1,7.92
4540,thyristarou,1,7.95
4541,krevoz,1,7.98
4542,zzc121002,1,8.0
4543,nishant27,1,8.03
4544,b1uebird,1,8.17
4545,kuro_phantom,1,8.2
4546,HJZhao,1,8.3
4547,wwrdg,1,8.45
4548,codexmd05,1,8.58
4549,Jerry555,1,8.75
4550,sudhanshu_on,1,8.78
4550,wanyb,1,8.78
4552,vb8146649,1,8.83
4553,Gaurav_kr_308,1,8.85
4554,paulswebe,1,8.93
4555,pexxer10,1,8.97
4556,drogskol,1,9.07
4557,Ian25qaq,1,9.08
4558,momoyash,1,9.12
4558,xiaochen0104,1,9.12
4560,X_L_Z,1,9.2
4561,srihita,1,9.3
4562,Tk7_AC,1,9.4
4563,JAYUXD,1,9.45
4564,Tanishq06,1,9.47
4565,sandipan_paria,1,9.5
4566,Artic_Guana,1,9.65
4567,elffuhs_R,1,9.73
4568,konnnahina,1,9.88
4569,psiana011,1,10.03
4570,eqwf,1,10.18
4571,jumpo,1,10.33
4572,k3o6h7,1,10.42
4573,Plungers,1,10.6
4574,zumomo,1,10.65
4575,Yuruzume,1,10.67
4575,saurabh_singh1,1,10.67
4577,shaik1967,1,10.82
4578,tsuchan13,1,10.9
4579,mengchenghao,1,11.0
4579,takoitsuki,1,11.0
4581,Beixi,1,11.03
4582,Shruthika,1,11.25
4583,angelinach,1,11.37
4584,Expensiveslave,1,11.48
4585,prasad_codes,1,11.5
4586,moonsign,1,11.55
4587,PunjabiSanta,1,11.8
4588,wangzeyu2013,1,11.83
4589,fanjunyi9,1,11.95
4590,tokiy,1,12.07
4591,ayanryukendo,1,12.23
4592,leyuzhang,1,12.28
4593,aliceinwonderlan,1,12.32
4593,iamrenda,1,12.32
4595,okaki1192,1,12.38
4596,EnderLwz,1,12.57
4597,chfu,1,12.68
4598,yangyang1000,1,12.77
4599,Hasna,1,12.9
4600,R928,1,12.93
4601,iwnevaf,1,13.03
4602,ZhuHaocheng,1,13.33
4603,godprogrammerx,1,13.35
4604,shreddr,1,13.4
4605,Dragon_Z,1,13.43
4606,VKLloyd,1,13.55
4607,Matheusao,1,13.92
4608,naminamina,1,14.07
4609,KhC13,1,14.12
4610,Neo1031,1,14.13
4611,justinlgl20,1,14.25
4611,xy00c,1,14.25
4613,EfazAhmed11,1,14.8
4614,Iam_Rajat28,1,14.83
4615,maxmarkov41,1,14.88
4615,stu00001,1,14.88
4617,haruto149,1,14.92
4618,Queso,1,15.03
4619,xiaoyaoteng,1,15.42
4620,Kxnux_CP,1,15.45
4621,madhusudan1977,1,15.58
4622,wakapaijazz,1,15.7
4623,reddy_Karan,1,15.8
4624,AckqueenS,1,15.85
4625,owasikohu,1,16.3
4626,astronaught,1,16.38
4627,chjh,1,16.4
4628,Vinomial,1,16.52
4629,BigmanProMax,1,16.58
4630,rishidange20,1,16.63
4631,yogiii,1,16.68
4632,jakepp2,1,16.77
4632,jetguyonbread,1,16.77
4634,tiyonousa,1,16.85
4635,ratul28,1,16.97
4635,yinzifan,1,16.97
4637,zhengxi,1,17.05
4638,python1lzd,1,17.2
4639,adii221,1,17.28
4640,HRXdefather,1,17.33
4641,lijinyang,1,17.35
4642,omiisama,1,17.38
4643,wolfledev,1,17.53
4644,nishinihon,1,17.63
4645,NoAranta,1,17.83
4646,zhangjianhao0518,1,17.87
4647,rachelinabelle,1,17.93
4648,XioaNai,1,17.97
4649,Yakult1,1,18.03
4650,xhand98,1,18.1
4651,Glitch_in_matrix,1,18.13
4652,Tanisha_07,1,18.2
4653,AkshayR,1,18.3
4654,adityameena,1,18.52
4654,skssks05,1,18.52
4656,Tatsu80317,1,18.6
4657,Mahamudulsaikat,1,18.65
4658,jiyujin816,1,18.73
4659,zahyokun,1,18.78
4660,Uue_kun,1,18.8
4661,simaax,1,18.88
4662,LUOXIAOJIE,1,18.98
4662,sddcd,1,18.98
4664,cdlake,1,19.15
4664,middletoro,1,19.15
4666,eddie13102,1,19.23
4667,Whencut,1,19.25
4667,fdasfagfas,1,19.25
4667,luhaozhi,1,19.25
4670,GreedyHunter,1,19.3
4671,0818Cc,1,19.35
4672,king_wu1210,1,19.48
4673,kashish_codes,1,19.98
4674,iwa4,1,20.3
4675,anusuya_devi_S,1,20.32
4676,weiy,1,20.35
4677,binary_search,1,20.38
4678,ItzLucifer,1,20.52
4679,anubhav67,1,20.72
4680,hyenje29,1,20.87
4681,murthy1e9,1,20.9
4682,rb_6769,1,21.03
4683,ahmedhamedelsaid,1,21.22
4684,fhiro,1,21.35
4684,zjh15001572549,1,21.35
4686,zjpeng1027,1,21.7
4687,Sujith_Varshan,1,21.92
4688,Praful10,1,21.95
4689,hehehe_11,1,21.98
4690,abhijeet_kumar,1,22.02
4691,didiaodewo,1,22.05
4692,xinbinglim,1,22.17
4693,ryoma03,1,22.2
4694,EikiOta,1,22.5
4695,kojicyan128,1,22.82
4696,Nikhlesh,1,23.0
4697,Mynex,1,23.08
4698,sajibv1,1,23.17
4699,RoshanRoxx,1,23.25
4700,VN_Haru,1,23.43
4701,sortA,1,23.45
4702,pasricha_dhruv,1,23.6
4703,ColaDuli82,1,23.65
4704,liumonong2,1,23.77
4705,Hisen_berg,1,23.95
4706,Vishal546,1,24.07
4707,cgy20140502,1,24.18
4708,Nekke,1,24.5
4709,alan_ak_18,1,24.53
4710,jay_solves,1,24.65
4711,deepak7045,1,24.67
4712,kokokeratsov,1,24.8
4713,Thirstarfish,1,24.95
4714,Naivete07,1,24.97
4715,Tomofang,1,25.0
4716,Rishi2004,1,25.03
4717,albax,1,25.27
4718,CloverAAA,1,25.55
4719,akshatiiitl,1,25.65
4720,YY0707,1,25.8
4721,KhoaVN2008,1,25.82
4722,Akikomugi,1,25.92
4723,raza2486,1,26.07
4724,Aakash_nitdgp,1,26.48
4725,koug,1,26.65
4726,Nihonielse,1,26.68
4727,wubobo_,1,26.73
4728,Soulake,1,26.75
4729,SBhavadharani,1,26.9
4730,MstUmmeHabiba25,1,26.95
4731,YueZhengLing,1,27.0
4732,Ekber_Ekber,1,27.02
4733,fahad_atcoder,1,27.18
4733,huanghaotong,1,27.18
4735,jya_,1,27.25
4736,BalaneML,1,27.32
4737,H_zero,1,27.35
4738,Nikuu8191,1,27.37
4738,lmaz,1,27.37
4740,ShashwatPat,1,27.47
4741,AvinP,1,27.55
4742,lbmzxhb,1,27.78
4743,prakhar12singh,1,27.87
4744,suziyue,1,28.08
4745,busy_,1,28.13
4746,ScaredIcicle,1,28.17
4747,takumtmt,1,28.47
4748,my19,1,28.52
4749,smathhaf09,1,28.53
4750,haruna0504,1,28.67
4751,VedikaBaheti,1,28.7
4752,zhaohuanjin,1,28.72
4753,xiaozhengguo123,1,28.95
4754,user_07,1,29.08
4755,Namz,1,29.13
4756,AITMY_SF,1,29.18
4757,Solong_Never,1,29.23
4758,harshvardhan416,1,29.27
4759,Abhinav777,1,29.42
4759,abcdef_Z,1,29.42
4761,onikuuuuuuuuu,1,29.6
4762,qzr_ak_ioi,1,29.63
4763,xudongyi1,1,29.67
4764,patrickfang,1,29.68
4765,JZX119,1,29.7
4766,W105202wwc,1,29.72
4766,kssttttt,1,29.72
4768,dingmohan,1,29.73
4768,edhihori,1,29.73
4770,narimo,1,29.8
4771,ahmad91,1,29.95
4772,mathagician,1,29.97
4773,HuangHao,1,30.03
4774,wgzw_acode_01001,1,30.05
4775,lanblanb,1,30.17
4776,matthewvallerio,1,30.18
4777,Xiaoyangmiem1e,1,30.23
4778,jizhenyu,1,30.63
4779,Qianran123,1,30.68
4780,Ahmedzakay77,1,30.93
4781,jellyfishkuo,1,31.03
4782,AdamAsheen,1,31.07
4783,Junya_Ota,1,31.08
4784,zhongyuan,1,31.13
4785,the_beast_,1,31.15
4786,pengzihao0529,1,31.22
4787,hanzaki427,1,31.35
4788,ambrish710,1,31.37
4789,Axionix,1,31.65
4790,alexanderfelix,1,31.77
4791,Uemurafumiya,1,31.78
4792,hiro1noue,1,31.87
4793,jianghc,1,31.97
4794,DevnDevil,1,31.98
4794,LemonMatcha,1,31.98
4794,NekoNeko1,1,31.98
4797,Noxiq,1,32.17
4798,chen78999,1,32.43
4798,singharpit2492,1,32.43
4800,Dandelionx,1,32.5
4801,k_k0623,1,32.55
4802,wobushiren114,1,32.7
4803,wenlebo,1,32.73
4804,TselmegKh,1,32.98
4805,idont,1,33.02
4806,Maheshwari,1,33.12
4807,daichi5050,1,33.2
4808,Sai98,1,33.25
4809,YashSunilTathod,1,33.28
4810,cakogix,1,33.32
4811,Haresh_R,1,33.4
4812,ys_2012,1,33.45
4813,abekem,1,33.5
4814,anupam99jain,1,33.72
4815,YellowHollyhock,1,33.77
4815,wangqixiang,1,33.77
4817,jimyao,1,33.78
4818,diveinm,1,33.87
4819,Gamasan,1,33.92
4820,kavya_si,1,33.98
4821,Sathish_JL_07,1,34.15
4822,Krr1ssh_,1,34.27
4823,doitmuna,1,34.38
4824,Hughpig,1,34.63
4825,comedy_bandar,1,34.85
4826,Contend5356,1,34.87
4827,ChuntuMiyaa,1,35.07
4828,exophia,1,35.15
4829,JiangYule2011,1,35.17
4830,NUTAN2006,1,35.27
4831,Ayush_Ranjan_30,1,35.3
4832,kishnandan,1,35.38
4833,Nakahara_R,1,35.47
4834,strzzhion,1,35.48
4835,gaiiiel,1,35.55
4836,Raja_ram,1,35.57
4837,W_Yuxin,1,35.58
4838,diya_,1,35.62
4838,hhhyyyfff,1,35.62
4840,kaverikanchan,1,35.88
4841,RachanaE,1,35.92
4842,spacecowboy03,1,35.93
4843,matunoki4323,1,36.05
4844,Bishwajit45,1,36.28
4845,yuyu0202,1,36.3
4846,BRQdengyuMV,1,36.42
4847,HARYULIS,1,36.48
4848,jerzyk,1,36.67
4849,Kinako0908,1,36.72
4850,notBalMithai,1,36.73
4851,syloe,1,36.77
4852,rahulmalakar42,1,36.93
4853,_Sherbiny,1,36.98
4854,ByteShadow,1,37.12
4854,W105202W,1,37.12
4856,ChapterGreen,1,37.2
4857,h7r,1,37.4
4858,clwan,1,37.45
4859,Aditya_Mondol,1,37.55
4860,shoki_z,1,37.58
4861,YallaRohini,1,37.63
4861,namonaki,1,37.63
4861,sjdyfwlf,1,37.63
4864,pgsenshi,1,37.67
4865,ainapure_ishan,1,37.73
4866,Shiva_Narisimha,1,37.82
4866,Spitak,1,37.82
4868,Amanhere,1,38.03
4869,roshii,1,38.22
4870,tototet,1,38.52
4871,wuccat,1,38.62
4872,zhangchao,1,38.75
4873,Harshinip,1,38.78
4874,CYhuang,1,38.83
4875,BetaMath05,1,39.03
4876,r523,1,39.05
4877,YaLong,1,39.13
4878,aaaaaaaaaas,1,39.22
4879,NevilVataliya,1,39.52
4879,nafi_2025,1,39.52
4881,knightrishi,1,39.73
4881,xuziqi,1,39.73
4881,yanghongzheng,1,39.73
4884,dengmuyang,1,40.02
4885,solo_king,1,40.22
4886,leaf_387,1,40.43
4887,codeenhancer,1,40.5
4888,Shafrin,1,40.63
4889,hj23308,1,40.85
4889,kuangbiaopilihu,1,40.85
4891,Qball123,1,40.87
4892,spark_kiwi,1,40.9
4893,Baku_674,1,41.0
4893,thepersonilike13,1,41.0
4895,saurabhkun,1,41.03
4896,clanel0000,1,41.2
4897,yueyuanzhiyyz,1,41.22
4898,dhruvin_2006,1,41.23
4898,tao75,1,41.23
4900,deng2013,1,41.25
4901,bb123123456,1,41.43
4901,mashen,1,41.43
4903,shivangkeshri,1,41.6
4904,NDY99,1,41.7
4905,d1_shakib,1,41.73
4906,skipollk,1,41.78
4907,YogeswariJakka,1,41.83
4907,qazplm2bsb,1,41.83
4909,mixirica,1,42.02
4910,Zcr_JH123,1,42.03
4911,Mryosuke,1,42.13
4912,saumyar26,1,42.32
4913,dreamrabbit,1,42.67
4914,Pamm,1,42.68
4915,Temuun,1,42.7
4916,Naru820,1,42.72
4917,bosang,1,42.75
4918,KingOfNoseden,1,42.77
4919,Sainath25,1,42.82
4920,ek3389,1,42.83
4921,ichigak,1,42.88
4922,Retej,1,42.95
4923,poske,1,43.05
4924,t19r3,1,43.07
4925,Y33,1,43.2
4926,kashapoV,1,43.27
4927,Aayush_kotadia,1,43.45
4928,akihana,1,43.53
4929,deviprasadn,1,43.55
4930,OkazuNimame,1,43.68
4931,ninjinn,1,43.77
4932,Kirito_darkness,1,43.78
4933,tqi23820,1,43.87
4934,Aryan_099,1,43.88
4935,jeffersengodfrey,1,43.98
4936,hirayou,1,44.03
4937,nejimaki,1,44.23
4938,Aestivate,1,44.28
4939,frogtu,1,44.38
4940,up_p,1,44.4
4941,MADHAIYAN07,1,44.45
4941,jim12345,1,44.45
4941,yh24CYM,1,44.45
4944,kfield,1,44.52
4945,Samuel131011,1,44.53
4946,longheight,1,44.62
4947,Abiramibalu,1,44.82
4948,Mark_Pei,1,45.08
4949,Pranjalsirmor,1,45.2
4950,RunnTimeTerror,1,45.3
4951,rishi999,1,45.35
4952,crash_master,1,45.43
4953,Mr_Ismail,1,45.48
4954,yashkyu,1,45.55
4955,Lcy121028,1,45.62
4956,zyc173,1,45.68
4957,gwchenqian,1,45.73
4957,lemons,1,45.73
4959,east1016,1,45.77
4959,sadfaweftagvze,1,45.77
4961,yuvaraj_1505_,1,45.82
4962,ever_nothing,1,45.85
4963,capy_kun,1,45.88
4964,Hoshi__,1,45.9
4965,LokeshPotha,1,45.95
4966,liushengxi,1,45.97
4967,bala_siva,1,46.07
4968,Eltormtace,1,46.18
4969,DEATHROID,1,46.28
4970,rushina,1,46.37
4971,Jessica_Li,1,46.42
4971,dormouse,1,46.42
4973,Midoriya_Izuku,1,46.53
4974,Artuy,1,46.77
4975,xujing123456789,1,46.78
4976,nelpatra,1,46.87
4977,kiritosao185,1,46.93
4978,ricky_V2,1,47.03
4979,BALAJI_MAHARAJ,1,47.25
4980,manmoth24,1,47.28
4981,peroon,1,47.42
4982,Harishmitha07,1,47.43
4982,farawaystar,1,47.43
4984,r0x2a,1,47.52
4985,gaurig08,1,47.53
4986,saurabh_sgrg,1,47.58
4987,AD1520,1,47.68
4988,C_prince,1,47.78
4988,anywhere,1,47.78
4990,Mu_YueSheng,1,48.08
4990,Rytaos,1,48.08
4992,quake3player,1,48.1
4993,noobytooby05,1,48.15
4994,zzz13579zzz,1,48.17
4995,Malathi_kit,1,48.2
4996,AC2K,1,48.22
4997,qweqw123,1,48.23
4997,rk_verma77,1,48.23
4999,mhnd01s,1,48.35
5000,ysato041,1,48.4
5001,kbobshida,1,48.5
5002,jj_master,1,48.62
5003,Harsh_Swami,1,48.72
5004,srishtisomya,1,48.83
5005,rahul_26,1,48.98
5006,LactoIce,1,49.07
5007,Ravish09,1,49.13
5008,medeiroxxx,1,49.2
5009,zhenghaishu,1,49.25
5010,dengzheli91,1,49.4
5010,guhdguhsaguhjcgv,1,49.4
5012,willl,1,49.62
5013,Eric_T800,1,49.63
5014,Poetry_martyr,1,49.67
5015,Gokila_Harini,1,49.7
5016,zwysk,1,49.77
5017,Jawaharbasha,1,50.02
5018,wook,1,50.12
5019,yuki113_53,1,50.3
5020,aaeras,1,50.33
5021,HarshM12,1,50.53
5022,xy01c,1,50.67
5023,anemame,1,50.75
5024,Avalon98521,1,50.9
5025,AdityaDhara,1,50.92
5026,suyunqiaoKID,1,50.95
5027,Goshaloveu,1,51.03
5028,jadeproheshan,1,51.13
5028,joe_study,1,51.13
5028,kale220,1,51.13
5031,ManishaSharma,1,51.18
5032,Irial,1,51.38
5032,huanxie,1,51.38
5034,SharinganKakashi,1,51.5
5035,shaula711,1,51.73
5036,ParthSharmaBITS,1,51.8
5037,PradhumGupta,1,51.82
5038,man100,1,51.85
5039,Ayush98171,1,51.88
5040,arufo_E217,1,51.92
5041,abgkilla,1,51.95
5042,zerokelvin,1,51.97
5043,shreya12,1,52.1
5044,vajron,1,52.12
5045,kinu1018,1,52.13
5046,Vivek7282,1,52.17
5046,YuanZiJun,1,52.17
5048,goudezhao,1,52.27
5049,sannma,1,52.73
5049,zhengyt,1,52.73
5051,StrangeSpark,1,52.92
5052,A_M_X,1,52.95
5053,25101575,1,53.1
5054,Bugwizard,1,53.13
5055,KevinHuang12,1,53.22
5056,TripleD,1,53.43
5057,coph,1,53.62
5058,Frank678,1,53.88
5059,RenishSoundhra_S,1,53.93
5060,Shitanshu_patel,1,54.02
5061,MonishK,1,54.03
5062,Juruowhker,1,54.05
5063,Anojith_Anik,1,54.07
5063,yossiy,1,54.07
5065,SourCreamOnion,1,54.12
5066,Krishan12,1,54.15
5067,nike_007,1,54.18
5068,Raja_Void_07,1,54.2
5069,pzyisme,1,54.22
5070,Deen_coder786,1,54.25
5071,Keito1027,1,54.32
5072,qlyxb,1,54.42
5073,ULL,1,54.45
5074,Abhay_CP,1,54.47
5075,Pragmatism_,1,54.55
5076,MiyaChikara,1,54.58
5077,omicoded19,1,54.68
5078,xiwen_Mist,1,54.7
5079,ayush15567,1,54.87
5080,dzung256,1,54.9
5081,joy873,1,55.05
5082,priya_03,1,55.17
5083,chaithanya9492,1,55.2
5083,hiroaki1024,1,55.2
5085,optimistA,1,55.22
5086,ElevenLZYG,1,55.27
5087,sagarraj,1,55.55
5088,Lokesh_Guptha,1,55.57
5089,PiyushTripathi,1,55.65
5089,yongyezhu,1,55.65
5091,saltedfish2tech,1,55.67
5092,HJR0930,1,55.78
5093,Ishak,1,55.82
5094,anataaaaq,1,55.9
5095,tarannom,1,55.98
5096,TTwTT,1,56.1
5096,Vessalius,1,56.1
5098,TianWY,1,56.13
5099,null_1,1,56.18
5100,lzl_g,1,56.23
5101,Rashmi123,1,56.33
5101,macle,1,56.33
5103,kilees,1,56.5
5104,menglinghang,1,56.6
5105,Priyanka_1234,1,56.67
5105,liuyukun,1,56.67
5107,Prakasam_06,1,56.68
5108,mdsayeed,1,56.7
5109,GFXCJM,1,56.73
5110,ChandrahasAbburi,1,56.75
5110,Xenonic_216,1,56.75
5112,ZhengZhaoyi888,1,56.8
5113,MayFourteenth,1,56.88
5113,RulerChen,1,56.88
5115,yoa1227,1,56.95
5116,PS_,1,57.15
5116,sumit_9462,1,57.15
5118,MI47,1,57.22
5119,Baohanxu2,1,57.23
5120,haruyuki_16278,1,57.27
5121,Kartheesh001,1,57.28
5122,Tharunya24,1,57.32
5123,Kunal_sahu_877,1,57.37
5124,0base42,1,57.5
5124,ArjunGiri_1312,1,57.5
5126,maxtree,1,57.58
5126,wifi0,1,57.58
5128,SKOA,1,57.72
5129,Sk_sync_closer,1,57.73
5130,azizs,1,57.83
5130,milk_pudding,1,57.83
5132,Rayren,1,57.95
5133,tlwc,1,58.13
5134,Akshaybharathi,1,58.17
5135,fish_love_cat,1,58.32
5136,Even_If,1,58.33
5137,Msgnh,1,58.5
5138,keichankotaro,1,58.57
5139,carpenterx,1,58.62
5140,Dhinesh2510,1,58.7
5141,Forget01Duck,1,58.82
5142,Sunyichun,1,58.83
5143,Chess4L34rnCod3r,1,58.88
5144,navneet7,1,58.95
5145,xyw690900,1,58.98
5146,Togemmm,1,59.13
5147,lmhlmh,1,59.15
5148,silenciaciencia,1,59.17
5149,haroon,1,59.22
5150,hisui527,1,59.23
5151,WangZeYun,1,59.28
5152,yoCmasa,1,59.32
5153,Krish05,1,59.35
5154,Yize2010,1,59.43
5155,lingxiao2006,1,59.47
5156,sksensoko,1,59.48
5157,bluesquid29,1,59.5
5158,GZXUEXUE,1,59.52
5159,nohu,1,59.53
5160,karthik_prakasam,1,59.57
5161,Pavan_Lella,1,59.6
5161,iManavMalhotra,1,59.6
5163,sohampatil01,1,59.63
5164,Dharsh05,1,59.7
5165,Humendous,1,59.73
5166,Omar_Abdel3al,1,59.75
5167,Pradeep_27,1,59.83
5167,shiziyu111,1,59.83
